sep=,
station_id,local_date,local_time,temperatuur,dauwpunt,luchtdruk_station,luchtdruk_zee,zichtbaarheid,neerslag,sneeuwdiepte,bewolking,windrichting,windsnelheid,gebeurtenissen
293320,2015-10-11,21:35:46,0.0,-5.9,1028.0,1038.5,21.0,0.00,0.0,19.6,247,11.2,100000
725354,2015-10-11,21:35:46,9.8,1.1,1000.1,1049.6,12.8,0.00,0.0,57.4,67,7.9,000000
478400,2015-10-11,21:35:46,14.9,11.1,996.8,998.0,11.2,0.07,0.0,50.1,75,11.5,010000
725350,2015-10-11,21:35:46,5.3,-0.2,991.6,1017.4,12.6,0.13,0.0,95.5,290,8.5,010000
725349,2015-10-11,21:35:46,11.9,7.0,1000.1,1017.0,22.0,0.21,0.0,51.7,12,7.4,010000
725348,2015-10-11,21:35:46,5.0,-1.1,1006.2,1018.0,20.4,0.00,0.0,12.1,240,19.8,000000
125850,2015-10-11,21:35:46,5.1,1.6,1001.6,1020.9,8.4,0.12,0.0,51.7,113,14.2,010000
718775,2015-10-11,21:35:46,-0.1,-6.0,1009.0,1009.5,24.9,0.00,0.0,61.4,108,9.0,100000
718776,2015-10-11,21:35:46,0.3,-9.5,1014.5,1013.2,44.8,0.00,0.0,92.5,278,4.6,100000
471190,2015-10-11,21:35:46,3.0,3.2,1019.7,1019.8,14.7,0.04,0.0,51.5,150,1.7,010000
383960,2015-10-11,21:35:46,4.6,-7.5,1015.9,1020.2,0.5,0.02,0.0,50.7,170,9.0,010000
718780,2015-10-11,21:35:46,-0.6,-8.6,909.3,1016.0,30.0,0.04,0.2,52.5,128,14.3,111000
104390,2015-10-11,21:35:46,5.5,1.9,1006.1,1014.7,16.8,0.36,0.3,59.8,152,4.2,011000
333470,2015-10-11,21:35:46,4.2,1.5,1002.3,999.8,4.9,0.07,0.1,71.0,321,7.6,011000
488525,2015-10-11,21:35:46,14.2,12.4,1011.1,1028.6,12.8,0.00,0.0,11.5,24,16.0,000000
471180,2015-10-11,21:35:46,10.3,3.9,1013.5,987.5,4.1,0.00,0.0,36.0,50,2.2,000000
488526,2015-10-11,21:35:46,10.3,7.7,1006.3,1022.8,6.6,0.00,0.0,49.1,185,3.6,000000
172000,2015-10-11,21:35:46,6.7,-5.0,974.3,1012.1,13.1,0.04,0.0,79.4,101,21.8,010000
726228,2015-10-11,21:35:46,8.0,4.5,1018.9,1018.2,10.8,0.02,0.0,50.5,31,8.6,010000
74600,2015-10-11,21:35:46,8.4,4.9,1001.3,1015.6,11.8,0.25,0.2,52.3,181,0.8,011000
726227,2015-10-11,21:35:46,10.5,6.6,1000.7,1017.3,18.2,0.11,0.1,50.0,17,17.6,011000
64810,2015-10-11,21:35:46,9.6,5.5,1000.3,1030.6,3.8,0.00,0.0,12.0,118,10.9,000000
477560,2015-10-11,21:35:46,13.4,10.0,1000.1,1016.9,17.9,0.00,0.0,66.9,208,8.8,000000
726225,2015-10-11,21:35:46,7.6,2.4,1012.1,1018.3,30.8,0.16,0.0,70.9,46,18.3,010000
172005,2015-10-11,21:35:46,12.7,11.3,987.3,981.9,6.9,0.00,0.0,33.0,75,6.9,000000
990230,2015-10-11,21:35:46,3.6,0.7,1008.0,1017.1,26.0,0.09,0.0,50.9,323,43.1,010000
726223,2015-10-11,21:35:46,9.2,5.1,1015.6,1018.8,20.4,0.06,0.0,62.2,269,30.1,010000
725566,2015-10-11,21:35:46,8.8,1.7,1007.0,1019.3,24.8,0.00,0.0,13.3,46,25.1,000000
725560,2015-10-11,21:35:46,12.0,4.7,966.0,1016.0,23.0,0.13,0.0,95.6,280,26.1,010000
725556,2015-10-11,21:35:46,8.6,1.1,1004.1,1008.8,29.0,0.01,0.0,53.7,181,27.8,010000
170240,2015-10-11,21:35:46,11.1,6.6,1016.6,1016.8,12.9,0.16,0.0,94.9,327,4.6,010000
760754,2015-10-11,21:35:46,17.9,17.2,996.4,1014.2,9.1,0.00,0.0,45.3,196,12.3,000000
760753,2015-10-11,21:35:46,9.4,-3.9,997.5,1003.9,15.7,0.00,0.0,21.3,348,11.4,000000
725555,2015-10-11,21:35:46,7.6,-0.5,1004.6,1003.9,9.8,0.06,0.0,91.2,79,30.0,010000
479110,2015-10-11,21:35:46,26.4,20.7,1014.3,1013.8,15.5,0.00,0.0,85.8,109,11.8,000000
64470,2015-10-11,21:35:46,8.2,6.0,1011.1,1015.2,7.0,0.20,0.0,98.1,243,11.0,010000
725541,2015-10-11,21:35:46,13.1,5.3,1004.7,950.4,17.8,0.00,0.0,55.4,186,29.6,000000
725472,2015-10-11,21:35:46,10.1,6.6,1014.2,1017.1,14.9,0.15,0.0,54.7,240,18.3,010000
385990,2015-10-11,21:35:46,3.4,-4.4,999.5,1021.0,12.4,0.03,0.0,50.6,106,22.2,010000
725473,2015-10-11,21:35:46,5.8,-6.3,993.3,990.6,12.8,0.41,0.0,88.4,137,10.3,010000
725486,2015-10-11,21:35:46,3.0,1.2,978.1,940.5,29.6,0.00,0.0,56.6,206,26.0,000000
725487,2015-10-11,21:35:46,8.2,3.1,983.9,947.6,18.3,0.00,0.0,43.6,78,20.3,000000
725484,2015-10-11,21:35:46,12.0,6.6,1006.3,1019.3,11.3,0.00,0.0,34.1,185,8.5,000000
725485,2015-10-11,21:35:46,4.9,-1.5,984.1,1016.6,17.6,0.27,0.0,52.2,40,23.8,010000
75350,2015-10-11,21:35:46,7.7,4.9,1025.1,1015.5,16.7,0.32,0.0,74.1,246,6.1,010000
153500,2015-10-11,21:35:46,7.3,2.1,1015.8,1019.8,2.1,0.11,0.0,51.5,245,6.1,010000
725480,2015-10-11,21:35:46,6.0,-0.6,987.1,1016.7,17.8,0.18,0.1,53.4,153,25.7,011000
152300,2015-10-11,21:35:46,2.8,1.0,995.0,1023.9,11.8,0.13,0.0,50.2,238,5.5,010000
171950,2015-10-11,21:35:46,4.0,-6.1,951.7,978.5,11.6,0.04,0.0,52.2,329,10.7,010000
726170,2015-10-11,21:35:46,7.7,2.6,1006.4,1017.6,23.9,0.20,0.2,51.1,227,13.9,011000
307580,2015-10-11,21:35:46,-4.9,-10.9,962.2,1022.6,26.6,0.00,0.0,61.9,194,13.3,100000
726163,2015-10-11,21:35:46,9.1,5.6,1023.3,1018.6,7.8,0.44,0.0,63.8,214,11.7,010000
726160,2015-10-11,21:35:46,13.3,9.0,1037.8,1020.4,13.4,0.20,0.0,97.2,214,2.8,010000
726166,2015-10-11,21:35:46,12.1,8.1,1013.3,1016.9,13.1,0.02,0.0,51.8,77,5.8,010000
915200,2015-10-11,21:35:46,20.7,15.7,1006.7,1009.5,140.1,0.00,0.0,98.1,358,4.3,000000
477500,2015-10-11,21:35:46,12.5,9.2,1013.9,1018.2,17.2,0.15,0.0,55.1,104,3.7,010000
726164,2015-10-11,21:35:46,11.6,5.0,1038.9,1030.1,8.2,0.00,0.0,11.7,1,4.4,000000
76470,2015-10-11,21:35:46,13.2,7.0,1016.1,1018.9,17.2,0.44,0.0,51.7,319,13.3,010000
919250,2015-10-11,21:35:46,12.9,8.1,1021.0,1011.9,22.3,0.30,0.0,61.9,186,6.3,010000
353943,2015-10-11,21:35:46,1.4,-0.3,1018.9,997.2,5.2,0.00,0.0,13.3,69,7.9,000000
76430,2015-10-11,21:35:46,12.5,6.1,1011.9,1016.0,7.0,0.09,0.2,76.5,2,26.1,011000
353942,2015-10-11,21:35:46,1.5,-4.6,986.7,992.1,9.7,0.00,0.0,76.3,257,8.6,000000
353941,2015-10-11,21:35:46,-0.4,-6.9,996.8,993.6,7.1,0.00,0.0,2.0,74,15.4,100000
353940,2015-10-11,21:35:46,-0.9,-7.3,999.0,1022.3,28.2,0.04,0.0,53.5,216,16.7,110000
743920,2015-10-11,21:35:46,13.6,8.5,1013.6,1017.0,8.1,0.39,0.1,53.1,241,4.8,011000
62670,2015-10-11,21:35:46,7.9,6.1,1010.3,995.2,13.8,0.02,0.0,53.7,292,15.5,010000
107275,2015-10-11,21:35:46,7.9,6.1,null,1021.0,6.7,0.00,0.0,69.7,152,8.7,000000
22360,2015-10-11,21:35:46,-0.1,-1.7,990.1,1037.7,46.8,0.18,0.0,76.6,208,5.9,110000
486020,2015-10-11,21:35:46,11.1,8.6,1011.7,973.7,3.9,0.00,0.0,58.2,216,3.2,000000
486021,2015-10-11,21:35:46,11.2,9.3,1008.1,963.4,8.5,0.00,0.0,64.4,16,11.0,000000
486022,2015-10-11,21:35:46,11.6,9.1,968.6,967.3,4.0,0.00,0.0,46.9,49,3.4,000000
486023,2015-10-11,21:35:46,7.9,5.9,988.0,1002.3,9.2,0.00,0.0,26.6,309,15.0,000000
286610,2015-10-11,21:35:46,0.2,-4.1,1012.0,1017.9,15.9,0.11,0.1,78.0,316,18.0,011000
680180,2015-10-11,21:35:46,20.9,-2.6,888.2,898.6,43.6,0.00,0.0,89.3,155,19.1,000000
299740,2015-10-11,21:35:46,-7.2,-7.9,876.4,1023.2,46.4,0.00,0.0,61.4,257,1.0,100000
837550,2015-10-11,21:35:46,4.6,12.2,1005.6,1010.1,13.7,0.00,0.0,54.9,76,25.2,000000
22340,2015-10-11,21:35:46,1.8,-2.5,969.9,999.0,63.0,0.00,0.0,94.5,67,3.8,000000
852010,2015-10-11,21:35:46,3.7,-3.1,703.8,704.3,19.7,0.12,0.0,52.1,296,12.7,010000
33735,2015-10-11,21:35:46,9.2,6.1,999.1,1006.0,10.5,0.00,0.1,52.4,200,14.3,001000
142410,2015-10-11,21:35:46,7.4,5.1,1006.7,1016.7,0.6,0.34,0.1,51.1,264,2.5,011000
72000,2015-10-11,21:35:46,12.8,10.3,1016.9,1014.7,12.8,0.15,0.0,88.3,239,24.0,010000
561780,2015-10-11,21:35:46,4.8,-4.9,963.8,953.6,43.7,0.04,0.0,98.8,257,5.0,010000
142400,2015-10-11,21:35:46,8.0,5.4,1004.3,1019.7,5.0,0.44,0.0,55.0,133,4.9,010000
72010,2015-10-11,21:35:46,10.6,8.4,1009.7,1016.0,16.7,0.11,0.5,50.5,129,12.7,011000
102700,2015-10-11,21:35:46,5.4,2.6,1014.6,1014.1,8.8,0.20,0.0,87.4,72,9.6,010000
548570,2015-10-11,21:35:46,13.4,7.9,1019.5,1021.1,15.3,0.15,0.2,52.7,198,12.8,011000
946190,2015-10-11,21:35:46,4.3,-2.2,979.6,1021.1,16.1,0.00,0.0,77.0,259,4.7,000000
374840,2015-10-11,21:35:46,12.2,8.4,1019.6,1016.8,5.9,0.47,0.0,58.6,165,14.8,010000
724700,2015-10-11,21:35:46,1.7,-13.9,1036.4,1017.8,14.5,0.00,0.0,49.0,192,6.6,000000
724690,2015-10-11,21:35:46,3.3,-11.5,851.9,1015.4,54.4,0.05,0.0,50.2,26,9.5,010000
724689,2015-10-11,21:35:46,6.9,-0.6,1016.5,1015.0,17.2,0.53,0.0,52.8,238,5.3,010000
724695,2015-10-11,21:35:46,5.0,-8.3,947.8,1014.9,49.0,0.07,0.5,75.9,12,7.2,011000
938440,2015-10-11,21:35:46,4.1,0.3,1014.1,1006.6,39.2,0.39,0.0,52.0,342,14.6,010000
80210,2015-10-11,21:35:46,14.0,9.1,1015.0,1012.4,9.4,0.18,0.1,50.5,155,10.2,011000
600300,2015-10-11,21:35:46,2.0,-0.1,1012.2,1018.2,5.9,0.03,0.0,51.8,160,9.8,010000
912750,2015-10-11,21:35:46,18.8,14.5,1009.3,1012.4,16.4,1.18,0.0,92.5,305,19.0,010000
724720,2015-10-11,21:35:46,-0.9,-7.4,812.0,1012.3,61.6,0.00,0.0,77.2,12,4.3,100000
171905,2015-10-11,21:35:46,5.6,-5.9,999.9,1026.3,23.4,0.00,0.0,56.8,33,6.3,000000
477470,2015-10-11,21:35:46,15.9,9.5,1017.4,1017.5,30.0,0.00,0.0,88.4,358,7.4,000000
29900,2015-10-11,21:35:46,3.6,-0.2,989.0,1003.4,19.3,0.00,0.0,1.8,46,55.1,000000
827641,2015-10-11,21:35:46,19.5,12.1,1024.2,1032.0,11.8,0.00,0.0,14.1,328,5.3,000000
477440,2015-10-11,21:35:46,11.8,6.6,1019.0,1019.0,36.6,0.18,0.0,91.0,48,11.6,010000
726185,2015-10-11,21:35:46,11.3,7.0,1012.7,1019.0,14.4,0.40,0.0,51.4,240,11.5,010000
338890,2015-10-11,21:35:46,7.5,2.1,1019.4,1020.6,21.6,0.12,0.0,52.1,187,7.2,010000
109210,2015-10-11,21:35:46,5.9,2.6,992.7,1001.1,9.7,0.00,0.0,36.2,305,11.5,000000
726183,2015-10-11,21:35:46,14.8,11.4,1012.1,1021.8,20.0,1.41,0.0,80.2,143,9.3,010000
761300,2015-10-11,21:35:46,5.3,-1.1,1009.2,1014.6,38.8,0.00,0.0,34.5,348,8.0,000000
230220,2015-10-11,21:35:46,-3.9,-5.3,1007.4,1007.5,13.3,0.09,0.0,59.2,247,26.1,110000
727935,2015-10-11,21:35:46,3.7,0.0,1008.8,1009.1,7.3,0.08,0.2,52.0,269,5.0,011000
372120,2015-10-11,21:35:46,5.1,2.9,1014.8,1048.0,16.4,0.00,0.0,86.5,305,2.9,000000
310930,2015-10-11,21:35:46,-3.3,-9.6,1011.9,1009.6,41.7,0.23,0.6,51.8,52,19.7,111000
727923,2015-10-11,21:35:46,3.1,0.0,1027.4,1019.9,12.6,0.31,0.5,50.2,292,20.9,011000
727920,2015-10-11,21:35:46,3.1,0.4,1014.3,1019.2,19.9,0.13,0.1,84.1,45,6.9,011000
915680,2015-10-11,21:35:46,15.5,11.6,1012.3,1012.6,31.2,0.24,0.0,94.9,164,5.7,010000
727926,2015-10-11,21:35:46,4.6,-0.5,1024.9,1020.3,33.8,0.04,0.0,50.2,345,9.2,010000
727927,2015-10-11,21:35:46,5.0,1.6,1008.4,1018.6,10.5,0.39,0.0,51.0,336,11.1,010000
727925,2015-10-11,21:35:46,1.6,-1.9,1020.3,1019.1,19.8,0.26,0.0,50.1,7,6.3,010000
718740,2015-10-11,21:35:46,0.2,-7.0,909.1,1016.4,57.0,0.04,0.0,89.2,41,19.0,110000
471223,2015-10-11,21:35:46,8.0,0.1,1005.8,1047.2,7.9,0.00,0.0,22.9,29,10.4,000000
471220,2015-10-11,21:35:46,8.0,4.3,1009.7,1014.4,13.4,0.23,0.2,61.8,111,1.4,011000
718750,2015-10-11,21:35:46,0.6,-8.4,914.5,1018.2,22.5,0.01,0.0,51.7,354,20.9,010000
142190,2015-10-11,21:35:46,6.0,3.7,924.3,922.6,12.7,0.13,0.0,53.2,88,4.3,010000
488561,2015-10-11,21:35:46,14.0,11.2,1008.5,1009.6,9.8,0.00,0.0,19.6,357,12.1,000000
947910,2015-10-11,21:35:46,12.7,5.4,1011.1,1017.8,30.5,0.10,0.0,71.4,281,15.2,010000
104440,2015-10-11,21:35:46,6.2,2.6,1001.3,1016.2,14.1,0.09,0.0,50.5,207,4.3,010000
263590,2015-10-11,21:35:46,2.1,0.2,1006.3,1022.1,24.0,0.23,0.0,78.6,247,5.2,010000
718720,2015-10-11,21:35:46,1.5,-6.0,935.2,1016.1,50.6,0.12,0.4,50.8,342,16.3,011000
167540,2015-10-11,21:35:46,16.0,8.0,1009.2,1015.1,8.9,0.09,0.0,56.3,233,17.4,010000
167543,2015-10-11,21:35:46,17.5,9.8,998.4,994.0,9.6,0.00,0.0,32.0,252,31.1,000000
320610,2015-10-11,21:35:46,1.9,-2.9,1013.5,1012.4,19.2,0.17,0.1,53.1,266,13.1,011000
711430,2015-10-11,21:35:46,6.3,1.5,989.9,1020.1,15.5,0.00,0.0,33.2,21,16.2,000000
722243,2015-10-11,21:35:46,6.3,5.8,993.6,1016.7,10.6,0.00,0.0,85.6,272,15.3,000000
722252,2015-10-11,21:35:46,5.0,0.9,1021.0,1019.1,11.4,0.07,0.0,50.0,204,17.5,010000
722255,2015-10-11,21:35:46,16.4,11.3,1006.6,1018.0,13.3,0.06,0.0,70.4,161,5.5,010000
442980,2015-10-11,21:35:46,-3.4,-12.8,1043.4,1019.8,42.6,0.00,0.0,84.6,156,36.2,100000
722249,2015-10-11,21:35:46,6.4,0.0,983.5,983.6,12.8,0.00,0.0,19.4,137,8.4,000000
722250,2015-10-11,21:35:46,4.6,7.3,1012.5,1017.6,9.0,0.01,0.0,85.2,327,8.4,010000
720340,2015-10-11,21:35:47,7.5,-2.0,980.6,972.1,18.1,0.00,0.0,65.6,278,1.9,000000
70700,2015-10-11,21:35:47,7.3,4.3,1011.3,1017.5,7.0,0.12,0.0,51.3,70,13.9,010000
350260,2015-10-11,21:35:47,-2.6,-5.0,966.5,1030.8,7.3,0.00,0.9,50.9,264,7.8,101000
702740,2015-10-11,21:35:47,0.4,-4.8,1004.5,1006.4,23.7,0.02,0.0,50.2,176,1.4,010000
720347,2015-10-11,21:35:47,6.3,-6.1,985.6,980.0,14.9,0.00,0.0,18.1,357,5.1,000000
720344,2015-10-11,21:35:47,4.9,1.8,994.7,946.1,23.3,0.00,0.0,20.4,222,15.7,000000
720345,2015-10-11,21:35:47,0.1,-6.3,986.1,988.9,19.7,0.00,0.0,93.8,24,13.4,100000
747355,2015-10-11,21:35:47,7.9,0.6,979.6,959.0,16.1,0.00,0.0,99.2,69,0.0,000000
720351,2015-10-11,21:35:47,4.8,1.6,1011.6,988.9,27.4,0.00,0.0,96.7,98,29.5,000000
702750,2015-10-11,21:35:47,0.6,-2.5,1002.8,1004.2,null,0.62,0.3,59.2,329,4.6,011000
226020,2015-10-11,21:35:47,-0.4,-2.8,1005.4,1010.6,21.0,0.17,0.2,96.6,239,10.1,111000
719340,2015-10-11,21:35:47,0.1,-4.2,986.3,1011.4,24.7,0.04,1.0,69.1,329,3.7,111000
765480,2015-10-11,21:35:47,18.9,14.9,1009.8,1012.9,20.9,0.00,0.0,76.5,245,3.4,000000
719330,2015-10-11,21:35:47,0.6,-4.2,983.4,1011.7,16.7,0.03,0.1,97.9,268,11.3,111000
474830,2015-10-11,21:35:47,9.9,5.4,994.9,996.1,15.4,0.00,0.0,26.9,7,10.4,000000
104860,2015-10-11,21:35:47,6.8,3.4,1022.6,1021.4,2.6,0.04,0.0,50.5,214,13.1,010000
607600,2015-10-11,21:35:47,19.5,6.1,1003.0,1015.0,12.4,0.02,0.3,78.4,188,9.2,011000
260940,2015-10-11,21:35:47,2.1,0.3,1002.0,1012.6,18.6,0.27,0.4,50.1,208,4.8,011000
265180,2015-10-11,21:35:47,4.5,2.3,1001.1,1015.2,3.1,0.43,0.0,66.9,119,16.1,010000
404950,2015-10-11,21:35:47,15.6,-1.1,1019.8,1011.7,11.9,0.00,0.0,6.7,124,15.4,000000
118550,2015-10-11,21:35:47,7.9,4.4,1002.6,1018.9,2.8,0.14,0.0,63.2,126,3.3,010000
836980,2015-10-11,21:35:47,9.1,8.5,1016.2,1015.1,5.1,0.00,0.0,25.9,112,10.7,000000
409480,2015-10-11,21:35:47,4.7,-16.4,951.5,1001.4,7.0,0.00,0.0,55.7,76,4.0,000000
889520,2015-10-11,21:35:47,-2.5,-5.6,1001.9,995.4,37.8,0.00,0.0,43.5,173,17.5,100000
700260,2015-10-11,21:35:47,-5.2,-7.8,1010.6,1011.0,5.3,0.02,2.6,52.5,203,23.2,111000
160660,2015-10-11,21:35:47,9.5,5.8,991.8,1015.4,7.2,0.11,0.0,87.3,272,5.5,010000
594930,2015-10-11,21:35:47,9.4,3.6,1012.1,1013.4,9.5,0.10,0.0,85.2,109,10.5,010000
784570,2015-10-11,21:35:47,10.7,7.1,1013.5,1011.4,8.5,0.03,0.0,55.9,231,10.0,010000
516560,2015-10-11,21:35:47,1.9,-9.0,925.5,1021.1,28.5,0.04,0.0,65.4,195,0.9,010000
160640,2015-10-11,21:35:47,10.2,7.8,1010.5,1020.3,0.6,0.36,1.4,53.1,312,7.8,011000
477641,2015-10-11,21:35:47,15.5,11.2,1023.4,1018.9,13.4,0.00,0.0,32.9,92,10.2,000000
726115,2015-10-11,21:35:47,5.6,0.3,992.4,1005.0,21.3,0.00,0.0,1.8,280,5.9,000000
29720,2015-10-11,21:35:47,0.8,1.4,1013.6,1010.2,12.4,0.20,0.1,53.3,243,8.3,011000
726114,2015-10-11,21:35:47,8.6,4.7,1018.3,1020.6,10.2,0.18,0.0,75.4,112,6.2,010000
276480,2015-10-11,21:35:47,2.1,-1.2,1002.5,1014.7,5.5,0.10,0.0,50.9,47,2.8,010000
247960,2015-10-11,21:35:47,-19.5,-23.4,999.8,1026.1,38.9,0.09,0.0,50.9,14,8.7,110000
74710,2015-10-11,21:35:47,6.9,2.4,932.0,932.6,19.8,0.48,0.4,53.6,265,1.8,011000
126700,2015-10-11,21:35:47,8.7,8.3,993.5,1033.3,10.3,0.00,0.0,95.1,284,5.7,000000
532760,2015-10-11,21:35:47,0.4,-13.7,919.4,1023.3,31.9,0.03,0.0,54.3,223,21.2,010000
29800,2015-10-11,21:35:47,6.8,4.1,1013.7,1006.9,15.2,0.22,0.0,50.7,183,29.9,010000
722906,2015-10-11,21:35:47,5.6,1.4,1015.3,1013.7,9.7,0.02,0.1,51.6,281,4.5,011000
711070,2015-10-11,21:35:47,5.8,3.0,1006.1,1016.6,18.7,0.20,0.0,96.9,350,22.1,010000
722907,2015-10-11,21:35:47,3.1,-1.2,979.5,1004.3,19.6,0.00,0.0,57.9,125,9.5,000000
711071,2015-10-11,21:35:47,5.5,5.0,1014.4,1003.9,25.0,1.17,0.0,52.5,53,57.6,010000
722908,2015-10-11,21:35:47,3.3,-4.5,1016.9,1014.3,14.9,0.01,0.0,50.4,351,6.4,010000
722909,2015-10-11,21:35:47,3.9,-3.7,1013.1,1014.0,4.0,0.00,0.0,17.3,176,12.7,000000
722910,2015-10-11,21:35:47,6.0,-2.1,1003.2,1014.7,24.6,0.05,0.0,51.3,188,6.1,010000
711060,2015-10-11,21:35:47,3.7,1.4,1024.1,1016.6,15.4,0.15,0.0,50.3,93,16.4,010000
722897,2015-10-11,21:35:47,5.6,-2.3,1008.8,1010.7,17.7,0.00,0.0,95.0,163,20.4,000000
722899,2015-10-11,21:35:47,5.6,-0.3,1000.4,1013.2,5.5,0.00,0.0,12.1,314,2.5,000000
276070,2015-10-11,21:35:47,0.2,-3.4,1016.4,983.8,14.9,0.00,0.0,0.8,243,8.5,000000
727556,2015-10-11,21:35:47,6.8,2.5,1005.2,987.2,13.9,0.00,0.0,70.7,200,5.2,000000
727555,2015-10-11,21:35:47,7.5,2.8,997.2,992.7,10.5,0.00,0.0,75.3,349,8.5,000000
291490,2015-10-11,21:35:47,-4.7,-10.1,1052.2,1015.1,17.4,0.04,0.0,51.8,270,7.2,110000
387130,2015-10-11,21:35:47,1.5,-2.7,1023.6,1018.2,45.7,0.00,0.0,20.0,62,3.9,000000
688280,2015-10-11,21:35:47,10.6,7.1,997.1,1018.8,14.0,0.04,0.4,54.5,56,10.0,011000
727576,2015-10-11,21:35:47,6.6,0.1,1010.9,1016.1,18.4,0.05,0.2,88.0,44,25.1,011000
31330,2015-10-11,21:35:47,11.7,9.7,997.1,1008.7,8.1,0.00,0.0,50.9,172,1.7,000000
31340,2015-10-11,21:35:47,3.3,2.6,1009.7,1017.2,12.6,1.12,0.0,93.9,128,5.5,010000
727575,2015-10-11,21:35:47,5.3,-1.2,1001.4,1015.4,15.1,0.07,0.1,53.5,303,7.4,011000
421310,2015-10-11,21:35:47,15.6,7.7,1035.3,1012.8,6.7,0.00,0.0,20.0,73,0.4,000000
764591,2015-10-11,21:35:47,16.0,12.2,1012.7,1008.2,11.6,0.00,0.0,27.0,25,9.2,000000
764580,2015-10-11,21:35:47,10.6,5.2,1008.9,1009.2,18.7,0.00,0.0,27.0,93,4.5,000000
606700,2015-10-11,21:35:47,19.0,-0.9,905.8,935.4,7.5,0.00,0.0,82.2,283,11.1,000000
529960,2015-10-11,21:35:47,0.5,-1.8,784.3,782.9,17.0,0.18,0.0,53.0,183,23.1,010000
702910,2015-10-11,21:35:47,-2.9,-5.1,964.3,1003.7,35.2,0.02,0.5,51.2,167,4.8,111000
764593,2015-10-11,21:35:47,14.8,10.4,1008.2,1002.3,19.6,0.00,0.0,14.4,22,10.3,000000
332610,2015-10-11,21:35:47,3.4,-0.3,1006.6,1020.6,10.9,0.06,0.0,67.6,237,0.7,010000
747750,2015-10-11,21:35:47,15.0,8.1,1018.0,1017.1,19.5,0.10,0.1,57.2,300,15.7,011000
72600,2015-10-11,21:35:47,6.3,3.5,1003.4,1024.8,1.9,0.00,0.0,56.2,358,9.7,000000
727415,2015-10-11,21:35:47,4.0,0.2,1010.7,1003.7,12.1,0.04,0.0,58.1,290,21.6,010000
476380,2015-10-11,21:35:47,11.1,6.9,1002.8,1017.5,13.1,0.40,0.0,95.4,326,1.7,010000
727410,2015-10-11,21:35:47,4.6,-1.3,961.8,1017.0,16.2,0.54,0.0,92.2,98,9.6,010000
291280,2015-10-11,21:35:47,0.7,-6.4,1013.0,1036.6,43.4,0.00,0.0,22.4,219,6.4,000000
415710,2015-10-11,21:35:47,7.2,-3.1,952.9,1013.2,6.8,0.00,0.0,68.5,156,21.3,000000
325710,2015-10-11,21:35:47,-3.1,-3.7,1043.5,1022.5,5.8,0.27,0.0,78.2,118,6.4,110000
61590,2015-10-11,21:35:47,9.0,5.1,1015.8,1020.5,20.9,0.01,0.0,50.7,27,45.3,010000
108370,2015-10-11,21:35:47,6.0,3.1,967.8,1022.2,9.6,0.11,0.3,61.4,327,1.1,011000
77530,2015-10-11,21:35:47,19.3,10.3,1040.7,1018.9,14.0,0.00,0.0,60.0,105,16.4,000000
31000,2015-10-11,21:35:47,2.6,3.7,1013.5,1012.3,37.6,0.29,0.4,51.0,287,29.6,011000
468100,2015-10-11,21:35:47,24.6,21.7,1011.8,1010.1,6.7,0.00,0.0,13.0,247,37.9,000000
407430,2015-10-11,21:35:47,4.7,-15.6,915.5,1022.7,4.9,0.00,0.0,9.8,89,11.9,000000
627300,2015-10-11,21:35:47,13.7,-3.7,1024.6,1006.7,14.0,0.00,0.0,8.6,338,1.4,000000
318660,2015-10-11,21:35:47,1.6,-5.3,1016.3,1015.6,38.1,0.27,0.0,50.6,187,21.3,010000
874480,2015-10-11,21:35:47,6.3,-3.5,977.7,1011.7,14.3,0.06,0.7,59.6,336,6.4,011000
85660,2015-10-11,21:35:47,11.9,6.7,991.6,1019.3,23.9,0.12,0.0,53.1,271,3.6,010000
162420,2015-10-11,21:35:47,12.3,9.5,1015.0,1016.9,12.9,0.18,0.0,50.3,28,10.5,010000
942870,2015-10-11,21:35:47,19.1,12.6,1008.9,1014.1,21.1,0.09,0.0,90.9,156,6.6,010000
162430,2015-10-11,21:35:47,13.4,8.8,1004.9,993.6,12.0,0.59,1.0,50.2,88,5.5,011000
804120,2015-10-11,21:35:47,8.3,4.6,1002.9,1010.7,11.7,0.00,0.0,85.8,44,8.8,000000
728905,2015-10-11,21:35:47,4.9,3.1,1011.5,1016.1,19.0,0.00,0.0,63.0,86,16.9,000000
76020,2015-10-11,21:35:47,11.7,7.0,1017.7,1015.5,17.3,0.46,0.2,50.3,268,19.7,011000
475874,2015-10-11,21:35:47,13.8,7.1,1001.2,997.4,11.6,0.00,0.0,92.4,275,13.8,000000
916700,2015-10-11,21:35:47,19.3,17.7,999.0,1012.5,24.2,0.18,0.0,63.5,160,13.2,010000
583430,2015-10-11,21:35:47,16.3,9.9,1015.4,1017.8,16.8,0.00,0.0,54.0,189,7.9,000000
728910,2015-10-11,21:35:47,8.5,-0.6,985.0,1020.3,23.6,0.00,0.0,6.6,51,19.7,000000
728880,2015-10-11,21:35:47,1.5,-3.9,889.5,1013.2,47.4,0.00,0.0,19.8,254,14.8,000000
475800,2015-10-11,21:35:47,9.4,4.8,1006.2,1006.9,14.8,0.00,0.1,80.9,322,14.3,001000
